date,home_team,away_team,team,scorer,minute,own_goal,penalty
2024-07-12,Croatia,Wales,Wales,Jess Fishlock,14,FALSE,FALSE
2024-07-12,Croatia,Wales,Wales,Sophie Ingle,66,FALSE,FALSE
2024-07-12,Croatia,Wales,Wales,Kayleigh Green,89,FALSE,TRUE
2024-07-12,Cyprus,Lithuania,Cyprus,Anna Matsoukari,24,FALSE,FALSE
2024-07-12,Cyprus,Lithuania,Lithuania,Rimantė Jonušaitė,28,FALSE,FALSE
2024-07-12,Cyprus,Lithuania,Lithuania,Rimantė Jonušaitė,90,FALSE,FALSE
2024-07-12,Czech Republic,Spain,Spain,Aitana Bonmatí,15,FALSE,FALSE
2024-07-12,Czech Republic,Spain,Czech Republic,Kateřina Svitková,44,FALSE,FALSE
2024-07-12,Czech Republic,Spain,Czech Republic,Eva Bartoňová,51,FALSE,TRUE
2024-07-12,England,Republic of Ireland,England,Alessia Russo,5,FALSE,FALSE
2024-07-12,England,Republic of Ireland,England,Georgia Stanway,57,FALSE,TRUE
2024-07-12,England,Republic of Ireland,Republic of Ireland,Julie-Ann Russell,90,FALSE,FALSE
2024-07-12,Faroe Islands,Montenegro,Faroe Islands,Heidi Sevdal,19,FALSE,FALSE
2024-07-12,Faroe Islands,Montenegro,Montenegro,Armisa Kuč,22,FALSE,FALSE
2024-07-12,Faroe Islands,Montenegro,Faroe Islands,Jensa Tórolvsdóttir,32,FALSE,FALSE
2024-07-12,Finland,Norway,Norway,Guro Reiten,7,FALSE,FALSE
2024-07-12,Finland,Norway,Finland,Emma Koivisto,90,FALSE,FALSE
2024-07-12,France,Sweden,France,Sakina Karchaoui,32,FALSE,FALSE
2024-07-12,France,Sweden,Sweden,Josefine Rybrink,49,FALSE,FALSE
2024-07-12,France,Sweden,France,Marie-Antoinette Katoto,74,FALSE,FALSE
2024-07-12,Georgia,Belarus,Belarus,Karina Olkhovik,86,FALSE,FALSE
2024-07-12,Georgia,Belarus,Belarus,Viktoriya Valiuk,90,FALSE,FALSE
2024-07-12,Greece,Andorra,Greece,Sophia Koggouli,1,FALSE,FALSE
2024-07-12,Greece,Andorra,Greece,Veatriki Sarri,23,FALSE,FALSE
2024-07-12,Greece,Andorra,Greece,Sophia Koggouli,58,FALSE,FALSE
2024-07-12,Greece,Andorra,Greece,Antigoni Papadopoulou,69,FALSE,FALSE
2024-07-12,Greece,Andorra,Greece,Antigoni Papadopoulou,79,FALSE,FALSE
2024-07-12,Greece,Andorra,Greece,Antigoni Papadopoulou,89,FALSE,FALSE
2024-07-12,Iceland,Germany,Iceland,Ingibjörg Sigurðardóttir,14,FALSE,FALSE
2024-07-12,Iceland,Germany,Iceland,Alexandra Jóhannsdóttir,52,FALSE,FALSE
2024-07-12,Iceland,Germany,Iceland,Sveindís Jane Jónsdóttir,83,FALSE,FALSE
2024-07-12,Kazakhstan,Romania,Romania,Cristina Carp,17,FALSE,FALSE
2024-07-12,Kazakhstan,Romania,Romania,Florentina Spânu,40,FALSE,FALSE
2024-07-12,Kazakhstan,Romania,Romania,Olga Iordăchiuși,60,FALSE,FALSE
2024-07-12,Kosovo,Ukraine,Ukraine,Daryna Apanashchenko,3,FALSE,FALSE
2024-07-12,Kosovo,Ukraine,Ukraine,Tamila Khimich,8,FALSE,FALSE
2024-07-12,Kosovo,Ukraine,Ukraine,Olha Basanska,21,FALSE,FALSE
2024-07-12,Kosovo,Ukraine,Ukraine,Roksolana Kravchuk,27,FALSE,FALSE
2024-07-12,Luxembourg,Estonia,Luxembourg,Laura Miller,48,FALSE,FALSE
2024-07-12,Luxembourg,Estonia,Estonia,Lisette Tammik,53,FALSE,FALSE
2024-07-12,Malta,Northern Ireland,Northern Ireland,Emma Lipman,10,TRUE,FALSE
2024-07-12,Malta,Northern Ireland,Northern Ireland,Kerry Beattie,80,FALSE,FALSE
2024-07-12,Moldova,Slovenia,Slovenia,Špela Kolbl,28,FALSE,FALSE
2024-07-12,Moldova,Slovenia,Slovenia,Sara Makovec,36,FALSE,FALSE
2024-07-12,Moldova,Slovenia,Slovenia,Lara Prašnikar,44,FALSE,FALSE
2024-07-12,Moldova,Slovenia,Slovenia,Zara Kramžar,45,FALSE,FALSE
2024-07-12,Moldova,Slovenia,Slovenia,Kaja Korošec,87,FALSE,FALSE
2024-07-12,North Macedonia,Latvia,Latvia,Anastasija Poļuhoviča,45,FALSE,FALSE
2024-07-12,North Macedonia,Latvia,North Macedonia,Nataša Andonova,90,FALSE,FALSE
2024-07-12,North Macedonia,Latvia,Latvia,Olga Ševcova,90,FALSE,FALSE
2024-07-12,Serbia,Israel,Serbia,Tijana Filipović,7,FALSE,FALSE
2024-07-12,Slovakia,Scotland,Scotland,Claire Emslie,46,FALSE,FALSE
2024-07-12,Slovakia,Scotland,Scotland,Claire Emslie,70,FALSE,FALSE
2024-07-12,Turkey,Switzerland,Switzerland,Sydney Schertenleib,58,FALSE,FALSE
2024-07-12,Turkey,Switzerland,Switzerland,Ana-Maria Crnogorčević,65,FALSE,FALSE
2024-07-16,Andorra,Faroe Islands,Faroe Islands,Jensa Tórolvsdóttir,19,FALSE,FALSE
2024-07-16,Andorra,Faroe Islands,Faroe Islands,Eyðvør Klakstein,21,FALSE,FALSE
2024-07-16,Andorra,Faroe Islands,Faroe Islands,Ásla Johannesen,72,FALSE,FALSE
2024-07-16,Andorra,Faroe Islands,Faroe Islands,Tórunn Joensen,90,FALSE,FALSE
2024-07-16,Belarus,Cyprus,Belarus,Anastasiya Shuppo,15,FALSE,FALSE
2024-07-16,Belarus,Cyprus,Belarus,Darya Maniukova,41,FALSE,FALSE
2024-07-16,Belarus,Cyprus,Belarus,Karina Olkhovik,55,FALSE,FALSE
2024-07-16,Belarus,Cyprus,Belarus,Valeriya Belaya,65,FALSE,FALSE
2024-07-16,Belarus,Cyprus,Belarus,Alina Charlionak,90,FALSE,FALSE
2024-07-16,Denmark,Czech Republic,Denmark,Signe Bruun,55,FALSE,FALSE
2024-07-16,Denmark,Czech Republic,Denmark,Janni Thomsen,63,FALSE,FALSE
2024-07-16,Estonia,Luxembourg,Luxembourg,Amy Thompson,18,FALSE,FALSE
2024-07-16,Estonia,Luxembourg,Estonia,Kristina Teern,49,FALSE,FALSE
2024-07-16,Germany,Austria,Germany,Klara Bühl,11,FALSE,FALSE
2024-07-16,Germany,Austria,Germany,Jule Brand,39,FALSE,FALSE
2024-07-16,Germany,Austria,Germany,Lea Schüller,53,FALSE,FALSE
2024-07-16,Germany,Austria,Germany,Klara Bühl,90,FALSE,FALSE
2024-07-16,Hungary,Turkey,Turkey,Busem Şeker,14,FALSE,FALSE
2024-07-16,Hungary,Turkey,Turkey,Elif Keskin,55,FALSE,FALSE
2024-07-16,Hungary,Turkey,Turkey,Birgül Sadıkoğlu,61,FALSE,FALSE
2024-07-16,Hungary,Turkey,Hungary,Zsanett Kaján,66,FALSE,FALSE
2024-07-16,Hungary,Turkey,Turkey,Kader Hançar,79,FALSE,FALSE
2024-07-16,Israel,Slovakia,Slovakia,Kristína Košíková,14,FALSE,FALSE
2024-07-16,Israel,Slovakia,Israel,Noa Selimhodzic,37,FALSE,FALSE
2024-07-16,Israel,Slovakia,Israel,Shira Elinav,45,FALSE,FALSE
2024-07-16,Israel,Slovakia,Slovakia,Andrea Bogorová,89,FALSE,FALSE
2024-07-16,Italy,Finland,Italy,Chiara Beccari,20,FALSE,FALSE
2024-07-16,Italy,Finland,Italy,Manuela Giugliano,31,FALSE,FALSE
2024-07-16,Italy,Finland,Italy,Michela Cambiaghi,74,FALSE,FALSE
2024-07-16,Italy,Finland,Italy,Eva Nyström,88,TRUE,FALSE
2024-07-16,Latvia,Moldova,Latvia,Anastasija Čemirtāne,24,FALSE,FALSE
2024-07-16,Latvia,Moldova,Moldova,Claudia Chiper,37,FALSE,FALSE
2024-07-16,Latvia,Moldova,Latvia,Karlīna Miksone,82,FALSE,FALSE
2024-07-16,Lithuania,Georgia,Georgia,Maiko Bebia,88,FALSE,FALSE
2024-07-16,Montenegro,Greece,Greece,Sofia Kongouli,6,FALSE,FALSE
2024-07-16,Montenegro,Greece,Greece,Anastasia Spyridonidou,24,FALSE,FALSE
2024-07-16,Montenegro,Greece,Greece,Sofia Kongouli,62,FALSE,FALSE
2024-07-16,Montenegro,Greece,Montenegro,Slađana Bulatović,90,FALSE,TRUE
2024-07-16,Montenegro,Greece,Montenegro,Slađana Bulatović,90,FALSE,TRUE
2024-07-16,Northern Ireland,Bosnia and Herzegovina,Northern Ireland,Joely Andrews,47,FALSE,FALSE
2024-07-16,Northern Ireland,Bosnia and Herzegovina,Northern Ireland,Lauren Wade,67,FALSE,FALSE
2024-07-16,Norway,Netherlands,Norway,Caroline Graham Hansen,61,FALSE,FALSE
2024-07-16,Norway,Netherlands,Netherlands,Vivianne Miedema,80,FALSE,FALSE
2024-07-16,Poland,Iceland,Iceland,Sveindís Jane Jónsdóttir,32,FALSE,FALSE
2024-07-16,Portugal,Malta,Portugal,Ana Capeta,7,FALSE,FALSE
2024-07-16,Portugal,Malta,Malta,Maria Farrugia,16,FALSE,FALSE
2024-07-16,Portugal,Malta,Portugal,Stephanie Ribeiro,28,FALSE,FALSE
2024-07-16,Portugal,Malta,Portugal,Jéssica Silva,86,FALSE,FALSE
2024-07-16,Republic of Ireland,France,Republic of Ireland,Denise O'Sullivan,67,FALSE,FALSE
2024-07-16,Republic of Ireland,France,Republic of Ireland,Julie-Ann Russell,76,FALSE,FALSE
2024-07-16,Republic of Ireland,France,France,Vicki Bècho,79,FALSE,FALSE
2024-07-16,Republic of Ireland,France,Republic of Ireland,Anna Patten,90,FALSE,FALSE
2024-07-16,Romania,Armenia,Romania,Mihaela Ciolacu,38,FALSE,FALSE
2024-07-16,Romania,Armenia,Romania,Florentina Spânu,50,FALSE,FALSE
2024-07-16,Romania,Armenia,Romania,Carmen Marcu,74,FALSE,FALSE
2024-07-16,Romania,Armenia,Armenia,Tatev Khachatryan,89,FALSE,FALSE
2024-07-16,Scotland,Serbia,Scotland,Kirsty Hanson,39,FALSE,FALSE
2024-07-16,Slovenia,North Macedonia,Slovenia,Lara Prašnikar,3,FALSE,FALSE
2024-07-16,Slovenia,North Macedonia,Slovenia,Lara Prašnikar,6,FALSE,FALSE
2024-07-16,Slovenia,North Macedonia,Slovenia,Kaja Korošec,35,FALSE,FALSE
2024-07-16,Slovenia,North Macedonia,Slovenia,Mirjam Kastelec,71,FALSE,FALSE
2024-07-16,Spain,Belgium,Spain,Aitana Bonmatí,39,FALSE,FALSE
2024-07-16,Spain,Belgium,Spain,Teresa Abelleira,90,FALSE,FALSE
2024-07-16,Switzerland,Azerbaijan,Switzerland,Meriame Terchoun,25,FALSE,FALSE
2024-07-16,Switzerland,Azerbaijan,Switzerland,Viola Calligaris,77,FALSE,FALSE
2024-07-16,Switzerland,Azerbaijan,Switzerland,Ana-Maria Crnogorčević,88,FALSE,FALSE
2024-07-16,Ukraine,Croatia,Ukraine,Kateryna Korsun,31,FALSE,FALSE
2024-07-16,Ukraine,Croatia,Ukraine,Roksolana Kravchuk,35,FALSE,FALSE
2024-07-16,Wales,Kosovo,Wales,Jess Fishlock,8,FALSE,FALSE
2024-07-16,Wales,Kosovo,Wales,Mary McAteer,27,FALSE,FALSE
2024-07-25,Canada,New Zealand,New Zealand,Mackenzie Barry,13,FALSE,FALSE
2024-07-25,Canada,New Zealand,Canada,Cloé Lacasse,45,FALSE,FALSE
2024-07-25,Canada,New Zealand,Canada,Evelyne Viens,79,FALSE,FALSE
2024-07-25,France,Colombia,France,Marie-Antoinette Katoto,6,FALSE,FALSE
2024-07-25,France,Colombia,France,Kenza Dali,18,FALSE,FALSE
2024-07-25,France,Colombia,France,Marie-Antoinette Katoto,42,FALSE,FALSE
2024-07-25,France,Colombia,Colombia,Catalina Usme,54,FALSE,TRUE
2024-07-25,France,Colombia,Colombia,Manuela Paví,64,FALSE,FALSE
2024-07-25,Germany,Australia,Germany,Marina Hegering,24,FALSE,FALSE
2024-07-25,Germany,Australia,Germany,Lea Schüller,64,FALSE,FALSE
2024-07-25,Germany,Australia,Germany,Jule Brand,68,FALSE,FALSE
2024-07-25,Nigeria,Brazil,Brazil,Gabi Nunes,37,FALSE,FALSE
2024-07-25,Spain,Japan,Japan,Aoba Fujino,13,FALSE,FALSE
2024-07-25,Spain,Japan,Spain,Aitana Bonmatí,22,FALSE,FALSE
2024-07-25,Spain,Japan,Spain,Mariona Caldentey,74,FALSE,FALSE
2024-07-25,United States,Zambia,United States,Trinity Rodman,17,FALSE,FALSE
2024-07-25,United States,Zambia,United States,Mallory Swanson,24,FALSE,FALSE
2024-07-25,United States,Zambia,United States,Mallory Swanson,25,FALSE,FALSE
2024-07-28,Australia,Zambia,Zambia,Barbra Banda,1,FALSE,FALSE
2024-07-28,Australia,Zambia,Australia,Alanna Kennedy,7,FALSE,FALSE
2024-07-28,Australia,Zambia,Zambia,Racheal Kundananji,21,FALSE,FALSE
2024-07-28,Australia,Zambia,Zambia,Barbra Banda,33,FALSE,FALSE
2024-07-28,Australia,Zambia,Australia,Hayley Raso,35,FALSE,FALSE
2024-07-28,Australia,Zambia,Zambia,Barbra Banda,45,FALSE,FALSE
2024-07-28,Australia,Zambia,Zambia,Racheal Kundananji,56,FALSE,FALSE
2024-07-28,Australia,Zambia,Australia,Ngambo Musole,58,TRUE,FALSE
2024-07-28,Australia,Zambia,Australia,Steph Catley,65,FALSE,FALSE
2024-07-28,Australia,Zambia,Australia,Steph Catley,78,FALSE,TRUE
2024-07-28,Australia,Zambia,Australia,Michelle Heyman,90,FALSE,FALSE
2024-07-28,Brazil,Japan,Brazil,Jheniffer,56,FALSE,FALSE
2024-07-28,Brazil,Japan,Japan,Saki Kumagai,90,FALSE,TRUE
2024-07-28,Brazil,Japan,Japan,Momoko Tanikawa,90,FALSE,FALSE
2024-07-28,France,Canada,France,Marie-Antoinette Katoto,42,FALSE,FALSE
2024-07-28,France,Canada,Canada,Jessie Fleming,58,FALSE,FALSE
2024-07-28,France,Canada,Canada,Vanessa Gilles,90,FALSE,FALSE
2024-07-28,New Zealand,Colombia,Colombia,Marcela Restrepo,27,FALSE,FALSE
2024-07-28,New Zealand,Colombia,Colombia,Leicy Santos,72,FALSE,FALSE
2024-07-28,Spain,Nigeria,Spain,Alexia Putellas,85,FALSE,FALSE
2024-07-28,United States,Germany,United States,Sophia Smith,11,FALSE,FALSE
2024-07-28,United States,Germany,Germany,Giulia Gwinn,22,FALSE,FALSE
2024-07-28,United States,Germany,United States,Mallory Swanson,26,FALSE,FALSE
2024-07-28,United States,Germany,United States,Sophia Smith,44,FALSE,FALSE
2024-07-28,United States,Germany,United States,Lynn Williams,89,FALSE,FALSE
2024-07-31,Australia,United States,United States,Trinity Rodman,43,FALSE,FALSE
2024-07-31,Australia,United States,United States,Korbin Albert,77,FALSE,FALSE
2024-07-31,Australia,United States,Australia,Alanna Kennedy,90,FALSE,FALSE
2024-07-31,Brazil,Spain,Spain,Athenea del Castillo,68,FALSE,FALSE
2024-07-31,Brazil,Spain,Spain,Alexia Putellas,90,FALSE,FALSE
2024-07-31,Colombia,Canada,Canada,Vanessa Gilles,61,FALSE,FALSE
2024-07-31,France,New Zealand,France,Marie-Antoinette Katoto,22,FALSE,FALSE
2024-07-31,France,New Zealand,New Zealand,Kate Taylor,43,FALSE,FALSE
2024-07-31,France,New Zealand,France,Marie-Antoinette Katoto,49,FALSE,FALSE
2024-07-31,Japan,Nigeria,Japan,Maika Hamano,22,FALSE,FALSE
2024-07-31,Japan,Nigeria,Japan,Mina Tanaka,32,FALSE,FALSE
2024-07-31,Japan,Nigeria,Nigeria,Jennifer Echegini,42,FALSE,FALSE
2024-07-31,Japan,Nigeria,Japan,Hikaru Kitagawa,45,FALSE,FALSE
2024-07-31,Zambia,Germany,Germany,Lea Schüller,10,FALSE,FALSE
2024-07-31,Zambia,Germany,Germany,Klara Bühl,47,FALSE,FALSE
2024-07-31,Zambia,Germany,Zambia,Barbra Banda,49,FALSE,FALSE
2024-07-31,Zambia,Germany,Germany,Lea Schüller,61,FALSE,FALSE
2024-07-31,Zambia,Germany,Germany,Elisa Senß,90,FALSE,FALSE
2024-08-03,France,Brazil,Brazil,Gabi Portilho,82,FALSE,FALSE
2024-08-03,Spain,Colombia,Colombia,Mayra Ramírez,12,FALSE,FALSE
2024-08-03,Spain,Colombia,Colombia,Leicy Santos,52,FALSE,FALSE
2024-08-03,Spain,Colombia,Spain,Jenni Hermoso,79,FALSE,FALSE
2024-08-03,Spain,Colombia,Spain,Irene Paredes,90,FALSE,FALSE
2024-08-03,United States,Japan,United States,Trinity Rodman,105,FALSE,FALSE
2024-08-06,Brazil,Spain,Brazil,Irene Paredes,6,TRUE,FALSE
2024-08-06,Brazil,Spain,Brazil,Gabi Portilho,45,FALSE,FALSE
2024-08-06,Brazil,Spain,Brazil,Adriana,71,FALSE,FALSE
2024-08-06,Brazil,Spain,Spain,Duda Sampaio,85,TRUE,FALSE
2024-08-06,Brazil,Spain,Brazil,Kerolin,90,FALSE,FALSE
2024-08-06,Brazil,Spain,Spain,Salma Paralluelo,90,FALSE,FALSE
2024-08-06,United States,Germany,United States,Sophia Smith,95,FALSE,FALSE
2024-08-09,Spain,Germany,Germany,Giulia Gwinn,65,FALSE,TRUE
2024-08-10,Brazil,United States,United States,Mallory Swanson,57,FALSE,FALSE
2024-10-25,Albania,Norway,Norway,Frida Maanum,9,FALSE,FALSE
2024-10-25,Albania,Norway,Norway,Guro Bergsvand,23,FALSE,FALSE
2024-10-25,Albania,Norway,Norway,Guro Bergsvand,44,FALSE,FALSE
2024-10-25,Albania,Norway,Norway,Ada Hegerberg,62,FALSE,FALSE
2024-10-25,Albania,Norway,Norway,Kristina Hoxhaj,74,TRUE,FALSE
2024-10-25,Azerbaijan,Portugal,Portugal,Ana Capeta,5,FALSE,FALSE
2024-10-25,Azerbaijan,Portugal,Portugal,Tatiana Pinto,10,FALSE,FALSE
2024-10-25,Azerbaijan,Portugal,Portugal,Diana Gomes,26,FALSE,FALSE
2024-10-25,Azerbaijan,Portugal,Azerbaijan,Nazlican Parlak,58,FALSE,FALSE
2024-10-25,Azerbaijan,Portugal,Portugal,Diana Silva,89,FALSE,FALSE
2024-10-25,Belarus,Czech Republic,Czech Republic,Michaela Khýrová,2,FALSE,FALSE
2024-10-25,Belarus,Czech Republic,Czech Republic,Kateřina Svitková,6,FALSE,FALSE
2024-10-25,Belarus,Czech Republic,Belarus,Anastasiya Shlapakova,16,FALSE,FALSE
2024-10-25,Belarus,Czech Republic,Czech Republic,Kateřina Svitková,20,FALSE,FALSE
2024-10-25,Belarus,Czech Republic,Czech Republic,Kamila Dubcová,34,FALSE,FALSE
2024-10-25,Belarus,Czech Republic,Czech Republic,Kamila Dubcová,38,FALSE,FALSE
2024-10-25,Belarus,Czech Republic,Czech Republic,Andrea Stašková,48,FALSE,FALSE
2024-10-25,Belarus,Czech Republic,Czech Republic,Eva Bartoňová,52,FALSE,FALSE
2024-10-25,Belarus,Czech Republic,Czech Republic,Franny Černá,75,FALSE,FALSE
2024-10-25,Bosnia and Herzegovina,Serbia,Bosnia and Herzegovina,Emina Ekic,20,FALSE,FALSE
2024-10-25,Bosnia and Herzegovina,Serbia,Serbia,Nina Matejić,28,FALSE,FALSE
2024-10-25,Bosnia and Herzegovina,Serbia,Bosnia and Herzegovina,Milena Nikolić,52,FALSE,FALSE
2024-10-25,Bosnia and Herzegovina,Serbia,Serbia,Vesna Milivojević,87,FALSE,FALSE
2024-10-25,Croatia,Northern Ireland,Croatia,Izabela Lojna,4,FALSE,TRUE
2024-10-25,Croatia,Northern Ireland,Northern Ireland,Izabela Lojna,90,TRUE,FALSE
2024-10-25,Georgia,Republic of Ireland,Republic of Ireland,Katie McCabe,37,FALSE,TRUE
2024-10-25,Georgia,Republic of Ireland,Republic of Ireland,Kyra Carusa,59,FALSE,FALSE
2024-10-25,Georgia,Republic of Ireland,Republic of Ireland,Katie McCabe,67,FALSE,FALSE
2024-10-25,Georgia,Republic of Ireland,Republic of Ireland,Jessie Stapleton,82,FALSE,FALSE
2024-10-25,Georgia,Republic of Ireland,Republic of Ireland,Marissa Sheva,90,FALSE,FALSE
2024-10-25,Georgia,Republic of Ireland,Republic of Ireland,Aoife Mannion,90,FALSE,FALSE
2024-10-25,Hungary,Scotland,Scotland,Martha Thomas,60,FALSE,FALSE
2024-10-25,Luxembourg,Sweden,Sweden,Filippa Angeldal,26,FALSE,FALSE
2024-10-25,Luxembourg,Sweden,Sweden,Johanna Rytting Kaneryd,31,FALSE,FALSE
2024-10-25,Luxembourg,Sweden,Sweden,Stina Blackstenius,81,FALSE,FALSE
2024-10-25,Luxembourg,Sweden,Sweden,Evelyn Ijeh,90,FALSE,FALSE
2024-10-25,Montenegro,Finland,Finland,Linda Sällström,3,FALSE,FALSE
2024-10-25,Romania,Poland,Romania,Ioana Bălăceanu,18,FALSE,FALSE
2024-10-25,Romania,Poland,Poland,Natalia Padilla,73,FALSE,FALSE
2024-10-25,Romania,Poland,Poland,Ewa Pajor,89,FALSE,TRUE
2024-10-25,Slovakia,Wales,Slovakia,Martina Šurnovská,49,FALSE,FALSE
2024-10-25,Slovakia,Wales,Slovakia,Mária Mikolajová,58,FALSE,FALSE
2024-10-25,Slovakia,Wales,Wales,Ffion Morgan,89,FALSE,FALSE
2024-10-25,Slovenia,Austria,Austria,Barbara Dunst,69,FALSE,FALSE
2024-10-25,Slovenia,Austria,Austria,Sarah Puntigam,73,FALSE,TRUE
2024-10-25,Slovenia,Austria,Austria,Lilli Purtscheller,75,FALSE,FALSE
2024-10-25,Turkey,Ukraine,Ukraine,Daryna Apanaschenko,31,FALSE,FALSE
2024-10-25,Turkey,Ukraine,Turkey,Elif Keskin,51,FALSE,FALSE
2024-10-29,Austria,Slovenia,Austria,Sarah Puntigam,62,FALSE,TRUE
2024-10-29,Austria,Slovenia,Austria,Sarah Puntigam,74,FALSE,TRUE
2024-10-29,Austria,Slovenia,Slovenia,Lara Prašnikar,90,FALSE,TRUE
2024-10-29,Belgium,Greece,Belgium,Ella Van Kerkhoven,36,FALSE,FALSE
2024-10-29,Belgium,Greece,Belgium,Tessa Wullaert,39,FALSE,FALSE
2024-10-29,Belgium,Greece,Belgium,Tessa Wullaert,45,FALSE,FALSE
2024-10-29,Belgium,Greece,Belgium,Kassandra Missipo,55,FALSE,FALSE
2024-10-29,Belgium,Greece,Belgium,Ella Van Kerkhoven,57,FALSE,FALSE
2024-10-29,Finland,Montenegro,Finland,Ria Öling,7,FALSE,FALSE
2024-10-29,Finland,Montenegro,Finland,Nea Lehtola,12,FALSE,FALSE
2024-10-29,Finland,Montenegro,Finland,Vilma Koivisto,31,FALSE,FALSE
2024-10-29,Finland,Montenegro,Finland,Linda Sällström,65,FALSE,FALSE
2024-10-29,Finland,Montenegro,Finland,Lilli Halttunen,80,FALSE,FALSE
2024-10-29,Northern Ireland,Croatia,Northern Ireland,Lauren Wade,114,FALSE,FALSE
2024-10-29,Norway,Albania,Norway,Frida Maanum,18,FALSE,FALSE
2024-10-29,Norway,Albania,Norway,Lisa Naalsund,29,FALSE,FALSE
2024-10-29,Norway,Albania,Norway,Ada Hegerberg,44,FALSE,FALSE
2024-10-29,Norway,Albania,Norway,Frida Maanum,52,FALSE,FALSE
2024-10-29,Norway,Albania,Norway,Frida Maanum,62,FALSE,FALSE
2024-10-29,Norway,Albania,Norway,Frida Maanum,65,FALSE,FALSE
2024-10-29,Norway,Albania,Norway,Signe Gaupset,75,FALSE,FALSE
2024-10-29,Norway,Albania,Norway,Guro Reiten,81,FALSE,TRUE
2024-10-29,Norway,Albania,Norway,Vilde Bøe Risa,90,FALSE,TRUE
2024-10-29,Poland,Romania,Poland,Ewa Pajor,19,FALSE,FALSE
2024-10-29,Poland,Romania,Poland,Natalia Padilla,41,FALSE,FALSE
2024-10-29,Poland,Romania,Poland,Ewa Pajor,49,FALSE,FALSE
2024-10-29,Poland,Romania,Poland,Nadia Krezyman,85,FALSE,FALSE
2024-10-29,Poland,Romania,Romania,Ana Maria Stanciu,90,FALSE,FALSE
2024-10-29,Portugal,Azerbaijan,Portugal,Diana Silva,15,FALSE,FALSE
2024-10-29,Portugal,Azerbaijan,Portugal,Diana Silva,26,FALSE,FALSE
2024-10-29,Portugal,Azerbaijan,Portugal,Dolores Silva,57,FALSE,TRUE
2024-10-29,Portugal,Azerbaijan,Portugal,Fátima Pinto,86,FALSE,FALSE
2024-10-29,Republic of Ireland,Georgia,Republic of Ireland,Julie-Ann Russell,3,FALSE,FALSE
2024-10-29,Republic of Ireland,Georgia,Republic of Ireland,Kyra Carusa,31,FALSE,FALSE
2024-10-29,Republic of Ireland,Georgia,Republic of Ireland,Katie McCabe,55,FALSE,FALSE
2024-10-29,Scotland,Hungary,Scotland,Caroline Weir,31,FALSE,FALSE
2024-10-29,Scotland,Hungary,Scotland,Samantha Kerr,51,FALSE,FALSE
2024-10-29,Scotland,Hungary,Scotland,Erin Cuthbert,55,FALSE,FALSE
2024-10-29,Scotland,Hungary,Scotland,Martha Thomas,65,FALSE,FALSE
2024-10-29,Serbia,Bosnia and Herzegovina,Serbia,Sara Stokić,10,FALSE,FALSE
2024-10-29,Serbia,Bosnia and Herzegovina,Bosnia and Herzegovina,Milena Nikolić,29,FALSE,FALSE
2024-10-29,Serbia,Bosnia and Herzegovina,Serbia,Nina Matejić,42,FALSE,FALSE
2024-10-29,Serbia,Bosnia and Herzegovina,Serbia,Nina Matejić,62,FALSE,FALSE
2024-10-29,Serbia,Bosnia and Herzegovina,Serbia,Tijana Filipović,75,FALSE,FALSE
2024-10-29,Sweden,Luxembourg,Sweden,Filippa Angeldal,9,FALSE,FALSE
2024-10-29,Sweden,Luxembourg,Sweden,Johanna Rytting Kaneryd,11,FALSE,FALSE
2024-10-29,Sweden,Luxembourg,Sweden,Filippa Angeldal,30,FALSE,TRUE
2024-10-29,Sweden,Luxembourg,Sweden,Julia Zigiotti Olme,40,FALSE,FALSE
2024-10-29,Sweden,Luxembourg,Sweden,Stina Blackstenius,45,FALSE,FALSE
2024-10-29,Sweden,Luxembourg,Sweden,Leila Schmit,45,TRUE,FALSE
2024-10-29,Sweden,Luxembourg,Sweden,Rebecka Blomqvist,63,FALSE,FALSE
2024-10-29,Sweden,Luxembourg,Sweden,Rebecka Blomqvist,87,FALSE,FALSE
2024-10-29,Ukraine,Turkey,Ukraine,Eda Karataş,14,TRUE,FALSE
2024-10-29,Ukraine,Turkey,Ukraine,Lyubov Shmatko,34,FALSE,FALSE
2024-10-29,Wales,Slovakia,Wales,Jessica Fishlock,39,FALSE,FALSE
2024-10-29,Wales,Slovakia,Wales,Ceri Holland,112,FALSE,FALSE
2024-11-28,Serbia,Sweden,Sweden,Hanna Bennison,54,FALSE,FALSE
2024-11-28,Serbia,Sweden,Sweden,Rosa Kafaji,70,FALSE,FALSE
2024-11-29,Northern Ireland,Norway,Norway,Caroline Graham Hansen,7,FALSE,FALSE
2024-11-29,Northern Ireland,Norway,Norway,Tuva Hansen,14,FALSE,FALSE
2024-11-29,Northern Ireland,Norway,Norway,Caroline Graham Hansen,26,FALSE,FALSE
2024-11-29,Northern Ireland,Norway,Norway,Guro Bergsvand,67,FALSE,FALSE
2024-11-29,Poland,Austria,Poland,Natalia Padilla,57,FALSE,FALSE
2024-11-29,Portugal,Czech Republic,Czech Republic,Kateřina Svitková,33,FALSE,FALSE
2024-11-29,Portugal,Czech Republic,Portugal,Francisca Nazareth,47,FALSE,FALSE
2024-11-29,Ukraine,Belgium,Belgium,Ella Van Kerkhoven,21,FALSE,FALSE
2024-11-29,Ukraine,Belgium,Belgium,Tessa Wullaert,90,FALSE,FALSE
